cycle,c,tick_pop_consumption_Tc
1850,minibus,nil
1850,tgv,nil
1850,ter,nil
1850,truck,nil
1850,taxi,nil
1851,minibus,nil
1851,tgv,nil
1851,ter,nil
1851,truck,nil
1851,taxi,nil
1852,minibus,nil
1852,tgv,nil
1852,ter,nil
1852,truck,nil
1852,taxi,nil
1853,minibus,nil
1853,tgv,nil
1853,ter,nil
1853,truck,nil
1853,taxi,nil
1854,minibus,nil
1854,tgv,nil
1854,ter,nil
1854,truck,nil
1854,taxi,nil
1855,minibus,nil
1855,tgv,nil
1855,ter,nil
1855,truck,nil
1855,taxi,nil
1856,minibus,nil
1856,tgv,nil
1856,ter,nil
1856,truck,nil
1856,taxi,nil
1857,minibus,nil
1857,tgv,nil
1857,ter,nil
1857,truck,nil
1857,taxi,nil
1858,minibus,nil
1858,tgv,nil
1858,ter,nil
1858,truck,nil
1858,taxi,nil
1859,minibus,nil
1859,tgv,nil
1859,ter,nil
1859,truck,nil
1859,taxi,nil
1860,minibus,nil
1860,tgv,nil
1860,ter,nil
1860,truck,nil
1860,taxi,nil
1861,minibus,nil
1861,tgv,nil
1861,ter,nil
1861,truck,nil
1861,taxi,nil
1862,minibus,nil
1862,tgv,nil
1862,ter,nil
1862,truck,nil
1862,taxi,nil
1863,minibus,nil
1863,tgv,nil
1863,ter,nil
1863,truck,nil
1863,taxi,nil
1864,minibus,nil
1864,tgv,nil
1864,ter,nil
1864,truck,nil
1864,taxi,nil
1865,minibus,nil
1865,tgv,nil
1865,ter,nil
1865,truck,nil
1865,taxi,nil
1866,minibus,nil
1866,tgv,nil
1866,ter,nil
1866,truck,nil
1866,taxi,nil
1867,minibus,nil
1867,tgv,nil
1867,ter,nil
1867,truck,nil
1867,taxi,nil
1868,minibus,nil
1868,tgv,nil
1868,ter,nil
1868,truck,nil
1868,taxi,nil
1869,minibus,nil
1869,tgv,nil
1869,ter,nil
1869,truck,nil
1869,taxi,nil
1870,minibus,nil
1870,tgv,nil
1870,ter,nil
1870,truck,nil
1870,taxi,nil
1871,minibus,nil
1871,tgv,nil
1871,ter,nil
1871,truck,nil
1871,taxi,nil
1872,minibus,nil
1872,tgv,nil
1872,ter,nil
1872,truck,nil
1872,taxi,nil
1873,minibus,nil
1873,tgv,nil
1873,ter,nil
1873,truck,nil
1873,taxi,nil
1874,minibus,nil
1874,tgv,nil
1874,ter,nil
1874,truck,nil
1874,taxi,nil
1875,minibus,nil
1875,tgv,nil
1875,ter,nil
1875,truck,nil
1875,taxi,nil
1876,minibus,nil
1876,tgv,nil
1876,ter,nil
1876,truck,nil
1876,taxi,nil
1877,minibus,nil
1877,tgv,nil
1877,ter,nil
1877,truck,nil
1877,taxi,nil
1878,minibus,nil
1878,tgv,nil
1878,ter,nil
1878,truck,nil
1878,taxi,nil
1879,minibus,nil
1879,tgv,nil
1879,ter,nil
1879,truck,nil
1879,taxi,nil
1880,minibus,nil
1880,tgv,nil
1880,ter,nil
1880,truck,nil
1880,taxi,nil
1881,minibus,nil
1881,tgv,nil
1881,ter,nil
1881,truck,nil
1881,taxi,nil
1882,minibus,nil
1882,tgv,nil
1882,ter,nil
1882,truck,nil
1882,taxi,nil
1883,minibus,nil
1883,tgv,nil
1883,ter,nil
1883,truck,nil
1883,taxi,nil
1884,minibus,nil
1884,tgv,nil
1884,ter,nil
1884,truck,nil
1884,taxi,nil
1885,minibus,nil
1885,tgv,nil
1885,ter,nil
1885,truck,nil
1885,taxi,nil
1886,minibus,nil
1886,tgv,nil
1886,ter,nil
1886,truck,nil
1886,taxi,nil
1887,minibus,nil
1887,tgv,nil
1887,ter,nil
1887,truck,nil
1887,taxi,nil
1888,minibus,nil
1888,tgv,nil
1888,ter,nil
1888,truck,nil
1888,taxi,nil
1889,minibus,nil
1889,tgv,nil
1889,ter,nil
1889,truck,nil
1889,taxi,nil
1890,minibus,nil
1890,tgv,nil
1890,ter,nil
1890,truck,nil
1890,taxi,nil
1891,minibus,nil
1891,tgv,nil
1891,ter,nil
1891,truck,nil
1891,taxi,nil
1892,minibus,nil
1892,tgv,nil
1892,ter,nil
1892,truck,nil
1892,taxi,nil
1893,minibus,nil
1893,tgv,nil
1893,ter,nil
1893,truck,nil
1893,taxi,nil
1894,minibus,nil
1894,tgv,nil
1894,ter,nil
1894,truck,nil
1894,taxi,nil
1895,minibus,nil
1895,tgv,nil
1895,ter,nil
1895,truck,nil
1895,taxi,nil
1896,minibus,nil
1896,tgv,nil
1896,ter,nil
1896,truck,nil
1896,taxi,nil
1897,minibus,nil
1897,tgv,nil
1897,ter,nil
1897,truck,nil
1897,taxi,nil
1898,minibus,nil
1898,tgv,nil
1898,ter,nil
1898,truck,nil
1898,taxi,nil
1899,minibus,nil
1899,tgv,nil
1899,ter,nil
1899,truck,nil
1899,taxi,nil
1900,minibus,nil
1900,tgv,nil
1900,ter,nil
1900,truck,nil
1900,taxi,nil
1901,minibus,nil
1901,tgv,nil
1901,ter,nil
1901,truck,nil
1901,taxi,nil
1902,minibus,nil
1902,tgv,nil
1902,ter,nil
1902,truck,nil
1902,taxi,nil
1903,minibus,nil
1903,tgv,nil
1903,ter,nil
1903,truck,nil
1903,taxi,nil
1904,minibus,nil
1904,tgv,nil
1904,ter,nil
1904,truck,nil
1904,taxi,nil
1905,minibus,nil
1905,tgv,nil
1905,ter,nil
1905,truck,nil
1905,taxi,nil
1906,minibus,nil
1906,tgv,nil
1906,ter,nil
1906,truck,nil
1906,taxi,nil
1907,minibus,nil
1907,tgv,nil
1907,ter,nil
1907,truck,nil
1907,taxi,nil
1908,minibus,nil
1908,tgv,nil
1908,ter,nil
1908,truck,nil
1908,taxi,nil
1909,minibus,nil
1909,tgv,nil
1909,ter,nil
1909,truck,nil
1909,taxi,nil
1910,minibus,nil
1910,tgv,nil
1910,ter,nil
1910,truck,nil
1910,taxi,nil
1911,minibus,nil
1911,tgv,nil
1911,ter,nil
1911,truck,nil
1911,taxi,nil
1912,minibus,nil
1912,tgv,nil
1912,ter,nil
1912,truck,nil
1912,taxi,nil
1913,minibus,nil
1913,tgv,nil
1913,ter,nil
1913,truck,nil
1913,taxi,nil
1914,minibus,nil
1914,tgv,nil
1914,ter,nil
1914,truck,nil
1914,taxi,nil
1915,minibus,nil
1915,tgv,nil
1915,ter,nil
1915,truck,nil
1915,taxi,nil
1916,minibus,nil
1916,tgv,nil
1916,ter,nil
1916,truck,nil
1916,taxi,nil
1917,minibus,nil
1917,tgv,nil
1917,ter,nil
1917,truck,nil
1917,taxi,nil
1918,minibus,nil
1918,tgv,nil
1918,ter,nil
1918,truck,nil
1918,taxi,nil
1919,minibus,nil
1919,tgv,nil
1919,ter,nil
1919,truck,nil
1919,taxi,nil
1920,minibus,nil
1920,tgv,nil
1920,ter,nil
1920,truck,nil
1920,taxi,nil
1921,minibus,nil
1921,tgv,nil
1921,ter,nil
1921,truck,nil
1921,taxi,nil
1922,minibus,nil
1922,tgv,nil
1922,ter,nil
1922,truck,nil
1922,taxi,nil
1923,minibus,nil
1923,tgv,nil
1923,ter,nil
1923,truck,nil
1923,taxi,nil
1924,minibus,nil
1924,tgv,nil
1924,ter,nil
1924,truck,nil
1924,taxi,nil
1925,minibus,nil
1925,tgv,nil
1925,ter,nil
1925,truck,nil
1925,taxi,nil
1926,minibus,nil
1926,tgv,nil
1926,ter,nil
1926,truck,nil
1926,taxi,nil
1927,minibus,nil
1927,tgv,nil
1927,ter,nil
1927,truck,nil
1927,taxi,nil
1928,minibus,nil
1928,tgv,nil
1928,ter,nil
1928,truck,nil
1928,taxi,nil
1929,minibus,nil
1929,tgv,nil
1929,ter,nil
1929,truck,nil
1929,taxi,nil
1930,minibus,nil
1930,tgv,nil
1930,ter,nil
1930,truck,nil
1930,taxi,nil
1931,minibus,nil
1931,tgv,nil
1931,ter,nil
1931,truck,nil
1931,taxi,nil
1932,minibus,nil
1932,tgv,nil
1932,ter,nil
1932,truck,nil
1932,taxi,nil
1933,minibus,nil
1933,tgv,nil
1933,ter,nil
1933,truck,nil
1933,taxi,nil
1934,minibus,nil
1934,tgv,nil
1934,ter,nil
1934,truck,nil
1934,taxi,nil
1935,minibus,nil
1935,tgv,nil
1935,ter,nil
1935,truck,nil
1935,taxi,nil
1936,minibus,nil
1936,tgv,nil
1936,ter,nil
1936,truck,nil
1936,taxi,nil
1937,minibus,nil
1937,tgv,nil
1937,ter,nil
1937,truck,nil
1937,taxi,nil
1938,minibus,nil
1938,tgv,nil
1938,ter,nil
1938,truck,nil
1938,taxi,nil
1939,minibus,nil
1939,tgv,nil
1939,ter,nil
1939,truck,nil
1939,taxi,nil
1940,minibus,nil
1940,tgv,nil
1940,ter,nil
1940,truck,nil
1940,taxi,nil
1941,minibus,nil
1941,tgv,nil
1941,ter,nil
1941,truck,nil
1941,taxi,nil
1942,minibus,nil
1942,tgv,nil
1942,ter,nil
1942,truck,nil
1942,taxi,nil
1943,minibus,nil
1943,tgv,nil
1943,ter,nil
1943,truck,nil
1943,taxi,nil
1944,minibus,nil
1944,tgv,nil
1944,ter,nil
1944,truck,nil
1944,taxi,nil
1945,minibus,nil
1945,tgv,nil
1945,ter,nil
1945,truck,nil
1945,taxi,nil
1946,minibus,nil
1946,tgv,nil
1946,ter,nil
1946,truck,nil
1946,taxi,nil
1947,minibus,nil
1947,tgv,nil
1947,ter,nil
1947,truck,nil
1947,taxi,nil
1948,minibus,nil
1948,tgv,nil
1948,ter,nil
1948,truck,nil
1948,taxi,nil
1949,minibus,nil
1949,tgv,nil
1949,ter,nil
1949,truck,nil
1949,taxi,nil
1950,minibus,nil
1950,tgv,nil
1950,ter,nil
1950,truck,nil
1950,taxi,nil
1951,minibus,nil
1951,tgv,nil
1951,ter,nil
1951,truck,nil
1951,taxi,nil
1952,minibus,nil
1952,tgv,nil
1952,ter,nil
1952,truck,nil
1952,taxi,nil
1953,minibus,nil
1953,tgv,nil
1953,ter,nil
1953,truck,nil
1953,taxi,nil
1954,minibus,nil
1954,tgv,nil
1954,ter,nil
1954,truck,nil
1954,taxi,nil
1955,minibus,nil
1955,tgv,nil
1955,ter,nil
1955,truck,nil
1955,taxi,nil
1956,minibus,nil
1956,tgv,nil
1956,ter,nil
1956,truck,nil
1956,taxi,nil
1957,minibus,nil
1957,tgv,nil
1957,ter,nil
1957,truck,nil
1957,taxi,nil
1958,minibus,nil
1958,tgv,nil
1958,ter,nil
1958,truck,nil
1958,taxi,nil
1959,minibus,nil
1959,tgv,nil
1959,ter,nil
1959,truck,nil
1959,taxi,nil
1960,minibus,nil
1960,tgv,nil
1960,ter,nil
1960,truck,nil
1960,taxi,nil
1961,minibus,nil
1961,tgv,nil
1961,ter,nil
1961,truck,nil
1961,taxi,nil
1962,minibus,nil
1962,tgv,nil
1962,ter,nil
1962,truck,nil
1962,taxi,nil
1963,minibus,nil
1963,tgv,nil
1963,ter,nil
1963,truck,nil
1963,taxi,nil
1964,minibus,nil
1964,tgv,nil
1964,ter,nil
1964,truck,nil
1964,taxi,nil
1965,minibus,nil
1965,tgv,nil
1965,ter,nil
1965,truck,nil
1965,taxi,nil
1966,minibus,nil
1966,tgv,nil
1966,ter,nil
1966,truck,nil
1966,taxi,nil
1967,minibus,nil
1967,tgv,nil
1967,ter,nil
1967,truck,nil
1967,taxi,nil
1968,minibus,nil
1968,tgv,nil
1968,ter,nil
1968,truck,nil
1968,taxi,nil
1969,minibus,nil
1969,tgv,nil
1969,ter,nil
1969,truck,nil
1969,taxi,nil
1970,minibus,nil
1970,tgv,nil
1970,ter,nil
1970,truck,nil
1970,taxi,nil
1971,minibus,nil
1971,tgv,nil
1971,ter,nil
1971,truck,nil
1971,taxi,nil
1972,minibus,nil
1972,tgv,nil
1972,ter,nil
1972,truck,nil
1972,taxi,nil
1973,minibus,nil
1973,tgv,nil
1973,ter,nil
1973,truck,nil
1973,taxi,nil
1974,minibus,nil
1974,tgv,nil
1974,ter,nil
1974,truck,nil
1974,taxi,nil
1975,minibus,nil
1975,tgv,nil
1975,ter,nil
1975,truck,nil
1975,taxi,nil
1976,minibus,nil
1976,tgv,nil
1976,ter,nil
1976,truck,nil
1976,taxi,nil
1977,minibus,nil
1977,tgv,nil
1977,ter,nil
1977,truck,nil
1977,taxi,nil
1978,minibus,nil
1978,tgv,nil
1978,ter,nil
1978,truck,nil
1978,taxi,nil
1979,minibus,nil
1979,tgv,nil
1979,ter,nil
1979,truck,nil
1979,taxi,nil
1980,minibus,nil
1980,tgv,nil
1980,ter,nil
1980,truck,nil
1980,taxi,nil
1981,minibus,nil
1981,tgv,nil
1981,ter,nil
1981,truck,nil
1981,taxi,nil
1982,minibus,nil
1982,tgv,nil
1982,ter,nil
1982,truck,nil
1982,taxi,nil
1983,minibus,nil
1983,tgv,nil
1983,ter,nil
1983,truck,nil
1983,taxi,nil
1984,minibus,nil
1984,tgv,nil
1984,ter,nil
1984,truck,nil
1984,taxi,nil
1985,minibus,nil
1985,tgv,nil
1985,ter,nil
1985,truck,nil
1985,taxi,nil
1986,minibus,nil
1986,tgv,nil
1986,ter,nil
1986,truck,nil
1986,taxi,nil
1987,minibus,nil
1987,tgv,nil
1987,ter,nil
1987,truck,nil
1987,taxi,nil
1988,minibus,nil
1988,tgv,nil
1988,ter,nil
1988,truck,nil
1988,taxi,nil
1989,minibus,nil
1989,tgv,nil
1989,ter,nil
1989,truck,nil
1989,taxi,nil
1990,minibus,nil
1990,tgv,nil
1990,ter,nil
1990,truck,nil
1990,taxi,nil
1991,minibus,nil
1991,tgv,nil
1991,ter,nil
1991,truck,nil
1991,taxi,nil
1992,minibus,nil
1992,tgv,nil
1992,ter,nil
1992,truck,nil
1992,taxi,nil
1993,minibus,nil
1993,tgv,nil
1993,ter,nil
1993,truck,nil
1993,taxi,nil
1994,minibus,nil
1994,tgv,nil
1994,ter,nil
1994,truck,nil
1994,taxi,nil
1995,minibus,nil
1995,tgv,nil
1995,ter,nil
1995,truck,nil
1995,taxi,nil
1996,minibus,nil
1996,tgv,nil
1996,ter,nil
1996,truck,nil
1996,taxi,nil
1997,minibus,nil
1997,tgv,nil
1997,ter,nil
1997,truck,nil
1997,taxi,nil
1998,minibus,nil
1998,tgv,nil
1998,ter,nil
1998,truck,nil
1998,taxi,nil
1999,minibus,nil
1999,tgv,nil
1999,ter,nil
1999,truck,nil
1999,taxi,nil
2000,minibus,nil
2000,tgv,nil
2000,ter,nil
2000,truck,nil
2000,taxi,nil
2001,minibus,nil
2001,tgv,nil
2001,ter,nil
2001,truck,nil
2001,taxi,nil
2002,minibus,nil
2002,tgv,nil
2002,ter,nil
2002,truck,nil
2002,taxi,nil
2003,minibus,nil
2003,tgv,nil
2003,ter,nil
2003,truck,nil
2003,taxi,nil
2004,minibus,nil
2004,tgv,nil
2004,ter,nil
2004,truck,nil
2004,taxi,nil
2005,minibus,nil
2005,tgv,nil
2005,ter,nil
2005,truck,nil
2005,taxi,nil
2006,minibus,nil
2006,tgv,nil
2006,ter,nil
2006,truck,nil
2006,taxi,nil
2007,minibus,nil
2007,tgv,nil
2007,ter,nil
2007,truck,nil
2007,taxi,nil
2008,minibus,nil
2008,tgv,nil
2008,ter,nil
2008,truck,nil
2008,taxi,nil
2009,minibus,nil
2009,tgv,nil
2009,ter,nil
2009,truck,nil
2009,taxi,nil
2010,minibus,nil
2010,tgv,nil
2010,ter,nil
2010,truck,nil
2010,taxi,nil
2011,minibus,nil
2011,tgv,nil
2011,ter,nil
2011,truck,nil
2011,taxi,nil
2012,minibus,nil
2012,tgv,nil
2012,ter,nil
2012,truck,nil
2012,taxi,nil
2013,minibus,nil
2013,tgv,nil
2013,ter,nil
2013,truck,nil
2013,taxi,nil
2014,minibus,nil
2014,tgv,nil
2014,ter,nil
2014,truck,nil
2014,taxi,nil
2015,minibus,nil
2015,tgv,nil
2015,ter,nil
2015,truck,nil
2015,taxi,nil
2016,minibus,nil
2016,tgv,nil
2016,ter,nil
2016,truck,nil
2016,taxi,nil
2017,minibus,nil
2017,tgv,nil
2017,ter,nil
2017,truck,nil
2017,taxi,nil
2018,minibus,nil
2018,tgv,nil
2018,ter,nil
2018,truck,nil
2018,taxi,nil
2019,minibus,nil
2019,tgv,nil
2019,ter,nil
2019,truck,nil
2019,taxi,nil
2020,minibus,nil
2020,tgv,nil
2020,ter,nil
2020,truck,nil
2020,taxi,nil
2021,minibus,nil
2021,tgv,nil
2021,ter,nil
2021,truck,nil
2021,taxi,nil
2022,minibus,nil
2022,tgv,nil
2022,ter,nil
2022,truck,nil
2022,taxi,nil
2023,minibus,nil
2023,tgv,nil
2023,ter,nil
2023,truck,nil
2023,taxi,nil
2024,minibus,nil
2024,tgv,nil
2024,ter,nil
2024,truck,nil
2024,taxi,nil
2025,minibus,nil
2025,tgv,nil
2025,ter,nil
2025,truck,nil
2025,taxi,nil
2026,minibus,nil
2026,tgv,nil
2026,ter,nil
2026,truck,nil
2026,taxi,nil
2027,minibus,nil
2027,tgv,nil
2027,ter,nil
2027,truck,nil
2027,taxi,nil
2028,minibus,nil
2028,tgv,nil
2028,ter,nil
2028,truck,nil
2028,taxi,nil
2029,minibus,nil
2029,tgv,nil
2029,ter,nil
2029,truck,nil
2029,taxi,nil
2030,minibus,nil
2030,tgv,nil
2030,ter,nil
2030,truck,nil
2030,taxi,nil
2031,minibus,nil
2031,tgv,nil
2031,ter,nil
2031,truck,nil
2031,taxi,nil
2032,minibus,nil
2032,tgv,nil
2032,ter,nil
2032,truck,nil
2032,taxi,nil
2033,minibus,nil
2033,tgv,nil
2033,ter,nil
2033,truck,nil
2033,taxi,nil
2034,minibus,nil
2034,tgv,nil
2034,ter,nil
2034,truck,nil
2034,taxi,nil
2035,minibus,nil
2035,tgv,nil
2035,ter,nil
2035,truck,nil
2035,taxi,nil
2036,minibus,nil
2036,tgv,nil
2036,ter,nil
2036,truck,nil
2036,taxi,nil
2037,minibus,nil
2037,tgv,nil
2037,ter,nil
2037,truck,nil
2037,taxi,nil
2038,minibus,nil
2038,tgv,nil
2038,ter,nil
2038,truck,nil
2038,taxi,nil
2039,minibus,nil
2039,tgv,nil
2039,ter,nil
2039,truck,nil
2039,taxi,nil
2040,minibus,nil
2040,tgv,nil
2040,ter,nil
2040,truck,nil
2040,taxi,nil
2041,minibus,nil
2041,tgv,nil
2041,ter,nil
2041,truck,nil
2041,taxi,nil
2042,minibus,nil
2042,tgv,nil
2042,ter,nil
2042,truck,nil
2042,taxi,nil
2043,minibus,nil
2043,tgv,nil
2043,ter,nil
2043,truck,nil
2043,taxi,nil
2044,minibus,nil
2044,tgv,nil
2044,ter,nil
2044,truck,nil
2044,taxi,nil
2045,minibus,nil
2045,tgv,nil
2045,ter,nil
2045,truck,nil
2045,taxi,nil
2046,minibus,nil
2046,tgv,nil
2046,ter,nil
2046,truck,nil
2046,taxi,nil
2047,minibus,nil
2047,tgv,nil
2047,ter,nil
2047,truck,nil
2047,taxi,nil
2048,minibus,nil
2048,tgv,nil
2048,ter,nil
2048,truck,nil
2048,taxi,nil
2049,minibus,nil
2049,tgv,nil
2049,ter,nil
2049,truck,nil
2049,taxi,nil
2050,minibus,nil
2050,tgv,nil
2050,ter,nil
2050,truck,nil
2050,taxi,nil
2051,minibus,nil
2051,tgv,nil
2051,ter,nil
2051,truck,nil
2051,taxi,nil
2052,minibus,nil
2052,tgv,nil
2052,ter,nil
2052,truck,nil
2052,taxi,nil
2053,minibus,nil
2053,tgv,nil
2053,ter,nil
2053,truck,nil
2053,taxi,nil
2054,minibus,nil
2054,tgv,nil
2054,ter,nil
2054,truck,nil
2054,taxi,nil
2055,minibus,nil
2055,tgv,nil
2055,ter,nil
2055,truck,nil
2055,taxi,nil
2056,minibus,nil
2056,tgv,nil
2056,ter,nil
2056,truck,nil
2056,taxi,nil
2057,minibus,nil
2057,tgv,nil
2057,ter,nil
2057,truck,nil
2057,taxi,nil
2058,minibus,nil
2058,tgv,nil
2058,ter,nil
2058,truck,nil
2058,taxi,nil
2059,minibus,nil
2059,tgv,nil
2059,ter,nil
2059,truck,nil
2059,taxi,nil
2060,minibus,nil
2060,tgv,nil
2060,ter,nil
2060,truck,nil
2060,taxi,nil
2061,minibus,nil
2061,tgv,nil
2061,ter,nil
2061,truck,nil
2061,taxi,nil
2062,minibus,nil
2062,tgv,nil
2062,ter,nil
2062,truck,nil
2062,taxi,nil
2063,minibus,nil
2063,tgv,nil
2063,ter,nil
2063,truck,nil
2063,taxi,nil
2064,minibus,nil
2064,tgv,nil
2064,ter,nil
2064,truck,nil
2064,taxi,nil
2065,minibus,nil
2065,tgv,nil
2065,ter,nil
2065,truck,nil
2065,taxi,nil
2066,minibus,nil
2066,tgv,nil
2066,ter,nil
2066,truck,nil
2066,taxi,nil
2067,minibus,nil
2067,tgv,nil
2067,ter,nil
2067,truck,nil
2067,taxi,nil
2068,minibus,nil
2068,tgv,nil
2068,ter,nil
2068,truck,nil
2068,taxi,nil
2069,minibus,nil
2069,tgv,nil
2069,ter,nil
2069,truck,nil
2069,taxi,nil
2070,minibus,nil
2070,tgv,nil
2070,ter,nil
2070,truck,nil
2070,taxi,nil
2071,minibus,nil
2071,tgv,nil
2071,ter,nil
2071,truck,nil
2071,taxi,nil
2072,minibus,nil
2072,tgv,nil
2072,ter,nil
2072,truck,nil
2072,taxi,nil
2073,minibus,nil
2073,tgv,nil
2073,ter,nil
2073,truck,nil
2073,taxi,nil
2074,minibus,nil
2074,tgv,nil
2074,ter,nil
2074,truck,nil
2074,taxi,nil
2075,minibus,nil
2075,tgv,nil
2075,ter,nil
2075,truck,nil
2075,taxi,nil
2076,minibus,nil
2076,tgv,nil
2076,ter,nil
2076,truck,nil
2076,taxi,nil
2077,minibus,nil
2077,tgv,nil
2077,ter,nil
2077,truck,nil
2077,taxi,nil
2078,minibus,nil
2078,tgv,nil
2078,ter,nil
2078,truck,nil
2078,taxi,nil
2079,minibus,nil
2079,tgv,nil
2079,ter,nil
2079,truck,nil
2079,taxi,nil
2080,minibus,nil
2080,tgv,nil
2080,ter,nil
2080,truck,nil
2080,taxi,nil
2081,minibus,nil
2081,tgv,nil
2081,ter,nil
2081,truck,nil
2081,taxi,nil
2082,minibus,nil
2082,tgv,nil
2082,ter,nil
2082,truck,nil
2082,taxi,nil
2083,minibus,nil
2083,tgv,nil
2083,ter,nil
2083,truck,nil
2083,taxi,nil
2084,minibus,nil
2084,tgv,nil
2084,ter,nil
2084,truck,nil
2084,taxi,nil
2085,minibus,nil
2085,tgv,nil
2085,ter,nil
2085,truck,nil
2085,taxi,nil
2086,minibus,nil
2086,tgv,nil
2086,ter,nil
2086,truck,nil
2086,taxi,nil
2087,minibus,nil
2087,tgv,nil
2087,ter,nil
2087,truck,nil
2087,taxi,nil
2088,minibus,nil
2088,tgv,nil
2088,ter,nil
2088,truck,nil
2088,taxi,nil
2089,minibus,nil
2089,tgv,nil
2089,ter,nil
2089,truck,nil
2089,taxi,nil
2090,minibus,nil
2090,tgv,nil
2090,ter,nil
2090,truck,nil
2090,taxi,nil
2091,minibus,nil
2091,tgv,nil
2091,ter,nil
2091,truck,nil
2091,taxi,nil
2092,minibus,nil
2092,tgv,nil
2092,ter,nil
2092,truck,nil
2092,taxi,nil
2093,minibus,nil
2093,tgv,nil
2093,ter,nil
2093,truck,nil
2093,taxi,nil
2094,minibus,nil
2094,tgv,nil
2094,ter,nil
2094,truck,nil
2094,taxi,nil
2095,minibus,nil
2095,tgv,nil
2095,ter,nil
2095,truck,nil
2095,taxi,nil
2096,minibus,nil
2096,tgv,nil
2096,ter,nil
2096,truck,nil
2096,taxi,nil
2097,minibus,nil
2097,tgv,nil
2097,ter,nil
2097,truck,nil
2097,taxi,nil
2098,minibus,nil
2098,tgv,nil
2098,ter,nil
2098,truck,nil
2098,taxi,nil
2099,minibus,nil
2099,tgv,nil
2099,ter,nil
2099,truck,nil
2099,taxi,nil
2100,minibus,nil
2100,tgv,nil
2100,ter,nil
2100,truck,nil
2100,taxi,nil
2101,minibus,nil
2101,tgv,nil
2101,ter,nil
2101,truck,nil
2101,taxi,nil
2102,minibus,nil
2102,tgv,nil
2102,ter,nil
2102,truck,nil
2102,taxi,nil
2103,minibus,nil
2103,tgv,nil
2103,ter,nil
2103,truck,nil
2103,taxi,nil
2104,minibus,nil
2104,tgv,nil
2104,ter,nil
2104,truck,nil
2104,taxi,nil
2105,minibus,nil
2105,tgv,nil
2105,ter,nil
2105,truck,nil
2105,taxi,nil
2106,minibus,nil
2106,tgv,nil
2106,ter,nil
2106,truck,nil
2106,taxi,nil
2107,minibus,nil
2107,tgv,nil
2107,ter,nil
2107,truck,nil
2107,taxi,nil
2108,minibus,nil
2108,tgv,nil
2108,ter,nil
2108,truck,nil
2108,taxi,nil
2109,minibus,nil
2109,tgv,nil
2109,ter,nil
2109,truck,nil
2109,taxi,nil
2110,minibus,nil
2110,tgv,nil
2110,ter,nil
2110,truck,nil
2110,taxi,nil
2111,minibus,nil
2111,tgv,nil
2111,ter,nil
2111,truck,nil
2111,taxi,nil
2112,minibus,nil
2112,tgv,nil
2112,ter,nil
2112,truck,nil
2112,taxi,nil
2113,minibus,nil
2113,tgv,nil
2113,ter,nil
2113,truck,nil
2113,taxi,nil
2114,minibus,nil
2114,tgv,nil
2114,ter,nil
2114,truck,nil
2114,taxi,nil
2115,minibus,nil
2115,tgv,nil
2115,ter,nil
2115,truck,nil
2115,taxi,nil
2116,minibus,nil
2116,tgv,nil
2116,ter,nil
2116,truck,nil
2116,taxi,nil
2117,minibus,nil
2117,tgv,nil
2117,ter,nil
2117,truck,nil
2117,taxi,nil
2118,minibus,nil
2118,tgv,nil
2118,ter,nil
2118,truck,nil
2118,taxi,nil
2119,minibus,nil
2119,tgv,nil
2119,ter,nil
2119,truck,nil
2119,taxi,nil
2120,minibus,nil
2120,tgv,nil
2120,ter,nil
2120,truck,nil
2120,taxi,nil
2121,minibus,nil
2121,tgv,nil
2121,ter,nil
2121,truck,nil
2121,taxi,nil
2122,minibus,nil
2122,tgv,nil
2122,ter,nil
2122,truck,nil
2122,taxi,nil
2123,minibus,nil
2123,tgv,nil
2123,ter,nil
2123,truck,nil
2123,taxi,nil
2124,minibus,nil
2124,tgv,nil
2124,ter,nil
2124,truck,nil
2124,taxi,nil
2125,minibus,nil
2125,tgv,nil
2125,ter,nil
2125,truck,nil
2125,taxi,nil
2126,minibus,nil
2126,tgv,nil
2126,ter,nil
2126,truck,nil
2126,taxi,nil
2127,minibus,nil
2127,tgv,nil
2127,ter,nil
2127,truck,nil
2127,taxi,nil
2128,minibus,nil
2128,tgv,nil
2128,ter,nil
2128,truck,nil
2128,taxi,nil
2129,minibus,nil
2129,tgv,nil
2129,ter,nil
2129,truck,nil
2129,taxi,nil
2130,minibus,nil
2130,tgv,nil
2130,ter,nil
2130,truck,nil
2130,taxi,nil
2131,minibus,nil
2131,tgv,nil
2131,ter,nil
2131,truck,nil
2131,taxi,nil
2132,minibus,nil
2132,tgv,nil
2132,ter,nil
2132,truck,nil
2132,taxi,nil
2133,minibus,nil
2133,tgv,nil
2133,ter,nil
2133,truck,nil
2133,taxi,nil
2134,minibus,nil
2134,tgv,nil
2134,ter,nil
2134,truck,nil
2134,taxi,nil
2135,minibus,nil
2135,tgv,nil
2135,ter,nil
2135,truck,nil
2135,taxi,nil
2136,minibus,nil
2136,tgv,nil
2136,ter,nil
2136,truck,nil
2136,taxi,nil
2137,minibus,nil
2137,tgv,nil
2137,ter,nil
2137,truck,nil
2137,taxi,nil
2138,minibus,nil
2138,tgv,nil
2138,ter,nil
2138,truck,nil
2138,taxi,nil
2139,minibus,nil
2139,tgv,nil
2139,ter,nil
2139,truck,nil
2139,taxi,nil
2140,minibus,nil
2140,tgv,nil
2140,ter,nil
2140,truck,nil
2140,taxi,nil
2141,minibus,nil
